timestamp,description,transaction_type,transaction_category,transaction_classification,merchant_name,amount,currency,transaction_id,provider_transaction_id,normalised_provider_transaction_id,running_balance,meta,category
2023-05-10T00:00:00Z,OUTGOING DD,DEBIT,DIRECT_DEBIT,[],,-30,GBP,b199cad80b4ecc7eab1e30ccd2b845c8,826a0409c5c1ec2d9d,txn-d2f99457112522822,"{'currency': 'GBP', 'amount': 473.7}",{'provider_transaction_category': 'DD'},transfer
2023-05-10T00:00:00Z,EDF ENERGY,DEBIT,BILL_PAYMENT,"['Bills and Utilities', 'Utilities']",Edf Energy,-24.5,GBP,08acc08fd990172e63a3671bc90bde27,f467c37583c32e0789,txn-bde81105f2677eafa,"{'currency': 'GBP', 'amount': 449.2}",{'provider_transaction_category': 'BP'},bills and utilities
2023-05-09T00:00:00Z,DVLA LICENCE,DEBIT,DIRECT_DEBIT,[],,-23.62,GBP,15a1e87caff61031197d57cf1ab6edc5,55e8dbf8018a502db1,txn-f78f4def4dbdd0af9,"{'currency': 'GBP', 'amount': 425.58}",{'provider_transaction_category': 'DD'},transport
2023-05-09T00:00:00Z,DVLA TAX,DEBIT,DIRECT_DEBIT,[],,-20.56,GBP,c989feb8420f5576e1d05932bdbee00c,a25e82df92e6fe9c9a,txn-abc7fac16ab9da428,"{'currency': 'GBP', 'amount': 405.02}",{'provider_transaction_category': 'DD'},taxes
2023-05-09T00:00:00Z,SAVE THE CHANGE,DEBIT,BILL_PAYMENT,[],,-0.41,GBP,d54ab9549f6b07c903df6e4c4a35b7f1,c100a448391cc903b5,txn-7c230e266c96180a0,"{'currency': 'GBP', 'amount': 404.61}",{'provider_transaction_category': 'BP'},savings
2023-05-09T00:00:00Z,MS JANE DOE,CREDIT,TRANSFER,[],,70,GBP,184b5504ccbb67b95aaeee5ac9b7a2ea,8c328ca0a86d353f86,txn-d2a137e34aae50162,"{'currency': 'GBP', 'amount': 474.61}",{'provider_transaction_category': 'TFR'},transfer
2023-05-08T00:00:00Z,SAVE THE CHANGE,DEBIT,BILL_PAYMENT,[],,-0.01,GBP,cce6228cbdae78d70e22c7866ab84ee3,00e8aedfbf68443300,txn-44c4d662a2438c798,"{'currency': 'GBP', 'amount': 474.6}",{'provider_transaction_category': 'BP'},savings
2023-05-08T00:00:00Z,WORKING TAX CREDIT,CREDIT,CREDIT,[],,22.42,GBP,81005043943479efb00b5171ba391b6e,e4b07767967cc7330e,txn-bb9f469d80c3944d4,"{'currency': 'GBP', 'amount': 497.02}",{'provider_transaction_category': 'BGC'},taxes
2023-05-08T00:00:00Z,CREDITREPORTSERVIC,DEBIT,PURCHASE,[],,-14.99,GBP,5ba32a3776c550b57f8a5b54c8d33dd0,38a648e5a406b4cc5a,txn-596fa4d61c07895f3,"{'currency': 'GBP', 'amount': 482.03}",{'provider_transaction_category': 'DEB'},fees and charges
2023-05-08T00:00:00Z,REGENDA REDWING RE,DEBIT,PURCHASE,[],,-100,GBP,a0ea344a8750d735c7cfc7c41c8fcbf7,c0a7244f18f9808eb3,txn-d2e263c88aa4ef357,"{'currency': 'GBP', 'amount': 382.03}",{'provider_transaction_category': 'DEB'},rent
2023-05-08T00:00:00Z,BROADWAY GAMING LT CD 0315,DEBIT,PURCHASE,"['Gambling', 'Betting']",Broadway Gaming,-10,GBP,550be2e560605ad556fd4db478b8da9a,92a2466966bf28321c,txn-efad7523a3d1096fe,"{'currency': 'GBP', 'amount': 372.03}",{'provider_transaction_category': 'DEB'},entertainment
2023-05-08T00:00:00Z,SAVE THE CHANGE,DEBIT,BILL_PAYMENT,[],,-0.69,GBP,f4d6a8e5365c02be8ed6b998a572d7ce,3995b43b47b819288e,txn-ca19d28c3ccc988ea,"{'currency': 'GBP', 'amount': 371.34}",{'provider_transaction_category': 'BP'},savings
2023-05-08T00:00:00Z,SAVE THE CHANGE,DEBIT,BILL_PAYMENT,[],,-1.04,GBP,9f1530e41a8fb0570a26187a1a335656,bccbb60c6683f52e9c,txn-7c4884c0080df832d,"{'currency': 'GBP', 'amount': 370.3}",{'provider_transaction_category': 'BP'},savings
2023-05-08T00:00:00Z,BOOKER LIMITED BLA,DEBIT,PURCHASE,"['Shopping', 'Groceries']",Booker Wholesale,-24.31,GBP,f3208da89012351df8effd8aefde34a2,6fdf351f7aee2cd10f,txn-d69494d79e667d49b,"{'currency': 'GBP', 'amount': 345.99}",{'provider_transaction_category': 'DEB'},groceries / food spend
2023-05-07T00:00:00Z,EE & T-MOBILE,DEBIT,PURCHASE,"['Bills and Utilities', 'Internet']",Ee,-82.37,GBP,98cf70c78d75ae3d058d3bd2a6c08257,8f9533d8523b79defb,txn-225fa24bc55a96da1,"{'currency': 'GBP', 'amount': 263.62}",{'provider_transaction_category': 'DEB'},bills and utilities
2023-05-07T00:00:00Z,SAVE THE CHANGE,DEBIT,BILL_PAYMENT,[],,-1.15,GBP,f7bc2ab9f41276ca1a9741ba5d82f01d,7ea90e554424714b04,txn-9e4b915d5974b2a29,"{'currency': 'GBP', 'amount': 262.47}",{'provider_transaction_category': 'BP'},savings
2023-05-07T00:00:00Z,MS JANE DOE,DEBIT,TRANSFER,[],,-70,GBP,39334679ec772b9456f88ed0b0d5516a,0816e646af3e8c61d1,txn-074dc39a1fedd4894,"{'currency': 'GBP', 'amount': 192.47}",{'provider_transaction_category': 'TFR'},transfer
2023-05-06T00:00:00Z,TESCO MOBILE LTD,DEBIT,PURCHASE,"['Bills and Utilities', 'Mobile Phone']",Tesco Mobile,-28.25,GBP,8cbf808a095fb7474b11f44c03179713,92cf1c47b3592a410c,txn-c654fbbe09f703d2f,"{'currency': 'GBP', 'amount': 164.22}",{'provider_transaction_category': 'DEB'},bills and utilities
2023-05-06T00:00:00Z,WORKING TAX CREDIT,CREDIT,CREDIT,[],,22.42,GBP,5fac62377ff901f4614291304c539982,a6b5924bfe3acab17a,txn-60c7b4f6455538145,"{'currency': 'GBP', 'amount': 186.64}",{'provider_transaction_category': 'BGC'},taxes
2023-05-06T00:00:00Z,W M MORRISONS PLC,DEBIT,PURCHASE,"['Shopping', 'Groceries']",WM Morrisons,-12.89,GBP,42543ba97b85b4bc604f4b12ae27f49a,90d3c36ef4b4646cff,txn-dc1107dbd5c3e03eb,"{'currency': 'GBP', 'amount': 173.75}",{'provider_transaction_category': 'DEB'},groceries / food spend
2023-05-06T00:00:00Z,TESCO MOBILE LTD,DEBIT,PURCHASE,"['Bills and Utilities', 'Mobile Phone']",Tesco Mobile,-50,GBP,f8a8667d585f66abc4fcaa04391d2d9e,b407de6cebca1e5f60,txn-b69e8bb70e8dd1404,"{'currency': 'GBP', 'amount': 123.75}",{'provider_transaction_category': 'DEB'},bills and utilities
2023-05-06T00:00:00Z,HOME BARGAINS FLEE,DEBIT,PURCHASE,"['Shopping', 'Home']",Home Bargains,-9.71,GBP,b1c28a8c31116d6db48c40c95357df17,b2b06ffec8f30cf1af,txn-87498f6cc8d4a86e7,"{'currency': 'GBP', 'amount': 114.04}",{'provider_transaction_category': 'DEB'},home and garden
2023-05-06T00:00:00Z,CHILD TAX CREDIT,CREDIT,CREDIT,[],,346.35,GBP,f8547037447abb65c06ca492fa0b842f,3770f72e15933e1df9,txn-6929b84e401b4e488,"{'currency': 'GBP', 'amount': 460.39}",{'provider_transaction_category': 'BGC'},taxes
2023-05-06T00:00:00Z,MR JOHN SMITH,CREDIT,CREDIT,[],,137.6,GBP,848a59683835218384c42359d5a4419f,8f73648bc77443cd0a,txn-e2f82ce6e1ded0444,"{'currency': 'GBP', 'amount': 597.99}",{'provider_transaction_category': 'BGC'},transfer
2023-05-06T00:00:00Z,MS JANE DOE,CREDIT,TRANSFER,[],,61.89,GBP,1ba65baa822ff341f33adf5d4dea2a16,c2b2f79f2656b0a1dc,txn-c5a839d1879d50ff6,"{'currency': 'GBP', 'amount': 659.88}",{'provider_transaction_category': 'TFR'},transfer
2023-05-06T00:00:00Z,SAVE THE CHANGE,DEBIT,BILL_PAYMENT,[],,-0.01,GBP,91299abe5740d2c7173bc6c45586ffe1,12657056a00f6cf19c,txn-a6da68e591b3bc098,"{'currency': 'GBP', 'amount': 659.87}",{'provider_transaction_category': 'BP'},savings
2023-05-06T00:00:00Z,AMAZON PRIME,DEBIT,PURCHASE,['Shopping'],Amazon,-5,GBP,7c83f25a23aaa04b53604249309fd1e3,e60d68895dc0af81ee,txn-d85a8b8b0d1d269d8,"{'currency': 'GBP', 'amount': 654.87}",{'provider_transaction_category': 'DEB'},shopping
2023-05-05T00:00:00Z,LNK ATM WITHDRAWAL,DEBIT,ATM,[],,-60,GBP,f6631be202818e1a5389f862b735c18e,608d403e55e82df5db,txn-002bad615ae5a043d,"{'currency': 'GBP', 'amount': 594.87}",{'provider_transaction_category': 'CPT'},transfer
2023-05-05T00:00:00Z,SAVE THE CHANGE,DEBIT,BILL_PAYMENT,[],,-1.89,GBP,60ed23f12013d2fc8e26e6d3fe122195,0e7768b3c82b4365a1,txn-b557bfd0561c25463,"{'currency': 'GBP', 'amount': 592.98}",{'provider_transaction_category': 'BP'},savings
2023-05-05T00:00:00Z,THE INSURANCE EMPO,DEBIT,DIRECT_DEBIT,[],,-5.79,GBP,28ee95e69b38d82bdd17cc64b7ca0506,1a10ccf3b6985d9019,txn-2178ff6a045dde203,"{'currency': 'GBP', 'amount': 587.19}",{'provider_transaction_category': 'DD'},finances
2023-05-05T00:00:00Z,AMAZON PRIME,DEBIT,PURCHASE,['Shopping'],Amazon,-7.99,GBP,2249b953328f8953400ce20f11d9e1a7,423d8f33b4a1273099,txn-ec2cd69cec44bab86,"{'currency': 'GBP', 'amount': 579.2}",{'provider_transaction_category': 'DEB'},shopping
2023-05-05T00:00:00Z,VANQUIS BANK,DEBIT,PURCHASE,"['Uncategorized', 'Cash & ATM']",Vanquis Bank,-23.15,GBP,dbe50b0cb2d9ec9b837ffbc37d1ff38f,28a403dadb0f634393,txn-103eb4deecbf7ead4,"{'currency': 'GBP', 'amount': 556.05}",{'provider_transaction_category': 'DEB'},transfer
2023-05-05T00:00:00Z,AA INSURANCE,DEBIT,DIRECT_DEBIT,"['Auto & Transport', 'Auto Insurance']",Axa,-12.73,GBP,640b573921b755ef4dbecdebec15bd03,4e3294baae575667b1,txn-d883fbfe5298e0438,"{'currency': 'GBP', 'amount': 543.32}",{'provider_transaction_category': 'DD'},finances
2023-05-05T00:00:00Z,WWW.TAILS.COM,DEBIT,PURCHASE,"['Shopping', 'Pets']",Tails.com,-6.37,GBP,f12a676323f8d518be72d0b12fe94760,dd17899c9d7c2e9af5,txn-9da2deec465f0c8d9,"{'currency': 'GBP', 'amount': 536.95}",{'provider_transaction_category': 'DEB'},groceries / food spend
2023-05-05T00:00:00Z,ANNATAR,DEBIT,PURCHASE,[],,-20,GBP,465023cf7306f5e3240126b7f0809f8e,f1cfbf77e7fedd264f,txn-ee6d960da529f743a,"{'currency': 'GBP', 'amount': 516.95}",{'provider_transaction_category': 'DEB'},shopping
2023-05-04T00:00:00Z,ANNATAR LIMITED,CREDIT,PURCHASE,[],,10,GBP,e744a0190b38b5187f2a1a31d797f166,4741ae1dcd5510987e,txn-bf1e92df3110e2574,"{'currency': 'GBP', 'amount': 526.95}",{'provider_transaction_category': 'DEB'},transfer
2023-05-04T00:00:00Z,ANYVAN LTD,CREDIT,CREDIT,[],,70,GBP,549987db16f9d85a73651852184c3663,d48406aa18ad9d77b9,txn-659ab462a8cf66fd1,"{'currency': 'GBP', 'amount': 596.95}",{'provider_transaction_category': 'FPI'},transfer
2023-05-04T00:00:00Z,ANYVAN LTD,CREDIT,CREDIT,[],,59.17,GBP,2e56ebac490a6815531177c5b4f73f37,6d66207b5470278389,txn-3edbfe41e63a02671,"{'currency': 'GBP', 'amount': 656.12}",{'provider_transaction_category': 'FPI'},transfer
2023-05-04T00:00:00Z,LNK ATM LONDON,DEBIT,ATM,[],,-20,GBP,a7cfae7a7ec5ea227d5ec969ac78158d,9e0ab9ffb281f64cf8,txn-edf2c29866dd72016,"{'currency': 'GBP', 'amount': 636.12}",{'provider_transaction_category': 'CPT'},transfer
2023-05-04T00:00:00Z,LAPTOP DIRECT LTD.,DEBIT,PURCHASE,"['Shopping', 'Electronics & Software']",Laptop,-5,GBP,75d29901d4897075222702b22721d6e3,cfb37e3d15081e0491,txn-3a29dcffc25656db8,"{'currency': 'GBP', 'amount': 631.12}",{'provider_transaction_category': 'DEB'},shopping
2023-05-04T00:00:00Z,ANIMAL FRIENDS LTD,DEBIT,DIRECT_DEBIT,[],,-3.07,GBP,d95adc51857ec935b4c93c76ed6307f7,fbe3fcf81def97f4be,txn-625d2bdfd498fecc9,"{'currency': 'GBP', 'amount': 628.05}",{'provider_transaction_category': 'DD'},finances
2023-05-04T00:00:00Z,LNK ATM WITHDRAWAL,DEBIT,ATM,[],,-100,GBP,620b4bee829244fd0e2cd2dbada4cf34,19b7f536fb31dad370,txn-169c6ef485a30284a,"{'currency': 'GBP', 'amount': 528.05}",{'provider_transaction_category': 'CPT'},transfer
2023-05-04T00:00:00Z,MR JOHN SMITH,CREDIT,TRANSFER,[],,100,GBP,2f67b034b4b0c776182cf3a61f988a7c,7f9924bb5924c295d1,txn-a27afe3efa0287b69,"{'currency': 'GBP', 'amount': 628.05}",{'provider_transaction_category': 'TFR'},transfer
2023-05-04T00:00:00Z,INTUIT LIMITED,DEBIT,DIRECT_DEBIT,[],,-3.59,GBP,b1f42363e1b2fdd8d54db26182b56827,b79a3091edaaad6122,txn-d25268a37addbb3db,"{'currency': 'GBP', 'amount': 624.46}",{'provider_transaction_category': 'DD'},business services
2023-05-04T00:00:00Z,PAYPAL EBAY,CREDIT,PURCHASE,"['Shopping', 'General']",Ebay,25,GBP,beef3c872abb0bb7038b53d8138a3822,90dffe55cc52fc0c27,txn-edfccf26c0fdc08f7,"{'currency': 'GBP', 'amount': 649.46}",{'provider_transaction_category': 'DEB'},transfer
2023-05-04T00:00:00Z,RENT,DEBIT,BILL_PAYMENT,['Uncategorized'],L&Q,-130,GBP,d751a01dce9955bdd9970726b3d7d725,f4d1aa3f6e4028ed05,txn-bcf008647b7069c8f,"{'currency': 'GBP', 'amount': 519.46}",{'provider_transaction_category': 'BP'},rent
2023-05-03T00:00:00Z,MS JANE DOE,CREDIT,TRANSFER,[],,0.89,GBP,ed76e179edecd033cff2b6bf29503521,60bdab7e8316f0bc5d,txn-c3329ca1c8bab63c1,"{'currency': 'GBP', 'amount': 520.35}",{'provider_transaction_category': 'TFR'},transfer
2023-05-03T00:00:00Z,SAVE THE CHANGE,DEBIT,BILL_PAYMENT,[],,-0.41,GBP,e032a9db972917a93d436f4a323f0bee,2f29f51949a2412d1c,txn-86926a712742e188b,"{'currency': 'GBP', 'amount': 519.94}",{'provider_transaction_category': 'BP'},savings
2023-05-03T00:00:00Z,MS JANE DOE,CREDIT,TRANSFER,[],,130,GBP,0e56604aa68e955e1131287b829451a2,e7aee3016ba69a9bb0,txn-964315f57ac92cbe8,"{'currency': 'GBP', 'amount': 649.94}",{'provider_transaction_category': 'TFR'},transfer
2023-05-03T00:00:00Z,MR JOHN SMITH,CREDIT,TRANSFER,[],,7,GBP,49797567d69b3990f1ed8f4a58d2a357,d19c0b38e26d60a11d,txn-7dd8dda15d69c0fa9,"{'currency': 'GBP', 'amount': 656.94}",{'provider_transaction_category': 'TFR'},transfer
2023-05-03T00:00:00Z,AA MEMBERSHIP,DEBIT,DIRECT_DEBIT,"['Auto & Transport', 'Auto Payment']",Aa Membership,-23.11,GBP,83070412c1b525a82b552ee6dfefd6a5,6cf42a6c03142e24db,txn-586273699fcdb2b08,"{'currency': 'GBP', 'amount': 633.83}",{'provider_transaction_category': 'DD'},transport
2023-05-03T00:00:00Z,VIRGIN GAMES,CREDIT,PURCHASE,"['Gambling', 'Casino']",Virgin Games,35.49,GBP,b1b58cd6039dc8b3ea97a95b3e419dba,0b741ce560c143b4ec,txn-d516cd37ecf342006,"{'currency': 'GBP', 'amount': 669.32}",{'provider_transaction_category': 'DEB'},entertainment
2023-05-03T00:00:00Z,SAVE THE CHANGE,DEBIT,BILL_PAYMENT,[],,-0.01,GBP,347d0256f0e43b9c0fd10d4a359a84e8,faf89510850abccfba,txn-3b46fefa0a5961cda,"{'currency': 'GBP', 'amount': 669.31}",{'provider_transaction_category': 'BP'},savings
2023-05-03T00:00:00Z,GOOGLE PLAY STORE,DEBIT,PURCHASE,"['Shopping', 'Electronics & Software']",Google Play,-2.99,GBP,ebf3d4a11093d194fc87ac01086ac0fc,868443c266bca78e66,txn-b7916e4af52d50359,"{'currency': 'GBP', 'amount': 666.32}",{'provider_transaction_category': 'DEB'},entertainment
2023-05-03T00:00:00Z,TESCO EXTRA,DEBIT,PURCHASE,[],,-30,GBP,cd23d147fb1deb6328ae38e8e0204e2a,932c59358ab1c7c404,txn-2e3ef4f245ccbb373,"{'currency': 'GBP', 'amount': 636.32}",{'provider_transaction_category': 'DEB'},shopping
2023-05-03T00:00:00Z,RETURNED DIRECT DEBIT,CREDIT,CREDIT,[],,40,GBP,8c3fd7919a2899f0784569bddce647fc,c07cca846631627976,txn-beb455d1e381fdf62,"{'currency': 'GBP', 'amount': 676.32}",{'provider_transaction_category': 'DEP'},transfer
2023-05-03T00:00:00Z,LNK ATM LONDON,DEBIT,ATM,[],,-40,GBP,072617639354bdff2cc400b0d5e383ce,585efd8bfef7cdb577,txn-81e36e8f62acc6464,"{'currency': 'GBP', 'amount': 636.32}",{'provider_transaction_category': 'CPT'},transfer
2023-05-03T00:00:00Z,WWW.ASDA.COM,DEBIT,PURCHASE,"['Shopping', 'Groceries']",Asda,-5,GBP,7778eee47519d6661cfffbd748911a30,7afa1324e0adaa1713,txn-43fb5a8d1afcf5416,"{'currency': 'GBP', 'amount': 631.32}",{'provider_transaction_category': 'DEB'},groceries / food spend
2023-05-02T00:00:00Z,MR JOHN SMITH,CREDIT,TRANSFER,[],,30,GBP,5cbbd4b0c63d9696395499bc0c16b654,da883b38043b664cf4,txn-f884305af4394ff89,"{'currency': 'GBP', 'amount': 661.32}",{'provider_transaction_category': 'TFR'},transfer
2023-05-02T00:00:00Z,LNK ATM LONDON,DEBIT,ATM,[],,-30,GBP,62e0d4611ff86898f78f9abb76d1d109,9c86ea838d3de731c7,txn-ee4c04aaa0fec1cd2,"{'currency': 'GBP', 'amount': 631.32}",{'provider_transaction_category': 'CPT'},transfer
2023-05-02T00:00:00Z,MR JOHN SMITH,CREDIT,TRANSFER,[],,10,GBP,13830d7101ed2fc372317cad030aef4c,6cca1dc46781859546,txn-927e048cd8cb615fd,"{'currency': 'GBP', 'amount': 641.32}",{'provider_transaction_category': 'TFR'},transfer
2023-05-02T00:00:00Z,SAVE THE CHANGE,DEBIT,BILL_PAYMENT,[],,-0.59,GBP,b9d56bb24a8d8a9e3b002d88bc2bcb36,2a211c155a3c6f24d4,txn-b4d20526afb8e61ba,"{'currency': 'GBP', 'amount': 640.73}",{'provider_transaction_category': 'BP'},savings
2023-05-01T00:00:00Z,TALKTALK TELECOM,DEBIT,PURCHASE,"['Bills and Utilities', 'Internet']",Talktalk,-46.82,GBP,78c483329f1cb8efad1aa018b0186211,22a6f23f1f3650866f,txn-8678a9732d42f3e14,"{'currency': 'GBP', 'amount': 593.91}",{'provider_transaction_category': 'DEB'},bills and utilities
2023-05-01T00:00:00Z,ACCOUNT OVERDRAFT FEE,DEBIT,BILL_PAYMENT,[],,-0.01,GBP,92780949129bb88ef4b19297562a99f2,06db7483308b0f326d,txn-30c45fe0a52c55eb7,"{'currency': 'GBP', 'amount': 593.9}",{'provider_transaction_category': 'BP'},fees and charges
2023-05-01T00:00:00Z,MR JOHN SMITH,DEBIT,TRANSFER,[],,-227,GBP,5e6b9e9ab43165e43f01e1e56c8733ce,c03499bcf12335a50a,txn-48d3c9a91a21463eb,"{'currency': 'GBP', 'amount': 366.9}",{'provider_transaction_category': 'TFR'},transfer
2023-05-01T00:00:00Z,TESCO,DEBIT,PURCHASE,"['Shopping', 'Groceries']",Tesco,-39.99,GBP,0c23bb9388cd91ef3508265e94179fcf,6dcf8438ae685c51ba,txn-afc9a9276d4c094bb,"{'currency': 'GBP', 'amount': 326.91}",{'provider_transaction_category': 'DEB'},groceries / food spend
2023-05-01T00:00:00Z,REVOLUT,DEBIT,PURCHASE,"['Personal Services', 'Financial Services']",Revolut,-0.01,GBP,22c54e09efa2805509fcdac59a1c8d4e,7c8b464d18125f148d,txn-9c4fee61a76c20de4,"{'currency': 'GBP', 'amount': 326.9}",{'provider_transaction_category': 'DEB'},finances
2023-05-01T00:00:00Z,CENTRA,DEBIT,PURCHASE,"['Shopping', 'Groceries']",Centra,-0.01,GBP,33156b64f2f704eeae19dda0bcc7d087,6b7842c3f30ed7fd83,txn-b23aeb55dbb50725c,"{'currency': 'GBP', 'amount': 326.89}",{'provider_transaction_category': 'DEB'},shopping
2023-05-01T00:00:00Z,DUNNES STORES,DEBIT,PURCHASE,[],,-0.01,GBP,62f27e1b25ba3114ebd8c99e2863b7b6,45c5aeed1a60998a8f,txn-f6f27ae14e0af8d7e,"{'currency': 'GBP', 'amount': 326.88}",{'provider_transaction_category': 'DEB'},shopping
2023-05-01T00:00:00Z,SPAR,DEBIT,PURCHASE,"['Shopping', 'Groceries']",Spar,-0.01,GBP,d1d38fa638c43eb27e554ac686ad1d62,b7c71010d52be5a2bc,txn-9c3982f8bda3b7f6e,"{'currency': 'GBP', 'amount': 326.87}",{'provider_transaction_category': 'DEB'},groceries / food spend
2023-05-01T00:00:00Z,SPAR,DEBIT,PURCHASE,"['Shopping', 'Groceries']",Spar,-0.01,GBP,a16bc0c6204baac2ef2267c841296ba8,b77835d48753d02c1a,txn-237fd1978ce2d55f4,"{'currency': 'GBP', 'amount': 326.86}",{'provider_transaction_category': 'DEB'},groceries / food spend
